hmdb_id;name;ccl;icl;inchi;gutper
HMDB0029126;Valylglutamic acid;Organic acids and derivatives;Zwitterion;InChI=1S/C10H18N2O5/c1-5(2)8(11)9(15)12-6(10(16)17)3-4-7(13)14/h5-6,8H,3-4,11H2,1-2H3,(H,12,15)(H,13,14)(H,16,17)/t6-,8-/m0/s1;1
HMDB0034367;gamma-Glutamylmethionine;Organic acids and derivatives;Zwitterion;InChI=1S/C10H18N2O5S/c1-18-5-4-7(10(16)17)12-8(13)3-2-6(11)9(14)15/h6-7H,2-5,11H2,1H3,(H,12,13)(H,14,15)(H,16,17)/t6-,7-/m0/s1;1
HMDB0028795;Glutaminylglutamine;Organic acids and derivatives;Zwitterion;InChI=1S/C10H18N4O5/c11-5(1-3-7(12)15)9(17)14-6(10(18)19)2-4-8(13)16/h5-6H,1-4,11H2,(H2,12,15)(H2,13,16)(H,14,17)(H,18,19)/t5-,6-/m0/s1;1
HMDB0000052;Argininosuccinic acid;Organic acids and derivatives;Zwitterion;InChI=1S/C10H18N4O6/c11-5(8(17)18)2-1-3-13-10(12)14-6(9(19)20)4-7(15)16/h5-6H,1-4,11H2,(H,15,16)(H,17,18)(H,19,20)(H3,12,13,14)/t5-,6-/m0/s1;0
HMDB0036100;3,7-Dimethyl-1,6-octadien-3-ol;Prenol lipids;Neutral;InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3;1
HMDB0036101;(R)-3,7-Dimethyl-1,6-octadien-3-ol;Prenol lipids;Neutral;InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3/t10-/m1/s1;1
HMDB0035833;p-Menth-1-en-4-ol;Prenol lipids;Neutral;InChI=1S/C10H18O/c1-8(2)10(11)6-4-9(3)5-7-10/h4,8,11H,5-7H2,1-3H3;1
HMDB0004043;alpha-Terpineol;Prenol lipids;Neutral;InChI=1S/C10H18O/c1-8-4-6-9(7-5-8)10(2,3)11/h4,9,11H,5-7H2,1-3H3/t9-/m0/s1;1
HMDB0005812;Geraniol;Prenol lipids;Neutral;InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7-;1
HMDB0004472;Eucalyptol;Organoheterocyclic compounds;Neutral;InChI=1S/C10H18O/c1-9(2)8-4-6-10(3,11-9)7-5-8/h8H,4-7H2,1-3H3/t8-,10+;0
HMDB0040726;(±)-cis-Linalyl oxide;Organoheterocyclic compounds;Neutral;InChI=1S/C10H18O2/c1-5-10(4)7-6-8(12-10)9(2,3)11/h5,8,11H,1,6-7H2,2-4H3/t8-,10-/m1/s1;1
DB00686;Pentosan polysulfate;Organic oxygen compounds;Neutral;InChI=1S/C10H18O21S4/c11-3-1-26-10(8(31-35(22,23)24)5(3)28-32(13,14)15)27-4-2-25-9(12)7(30-34(19,20)21)6(4)29-33(16,17)18/h3-12H,1-2H2,(H,13,14,15)(H,16,17,18)(H,19,20,21)(H,22,23,24)/t3-,4-,5+,6+,7-,8-,9-,10+/m1/s1;0
HMDB0000792;Sebacic acid;Fatty Acyls;Acid;InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14);1
HMDB0000350;3-Hydroxysebacic acid;Organic acids and derivatives;Acid;InChI=1S/C10H18O5/c11-8(7-10(14)15)5-3-1-2-4-6-9(12)13/h8,11H,1-7H2,(H,12,13)(H,14,15)/t8-/m1/s1;0
DB00226;Guanadrel;Organic oxygen compounds;Acid;InChI=1S/C10H19N3O2/c11-9(12)13-6-8-7-14-10(15-8)4-2-1-3-5-10/h8H,1-7H2,(H4,11,12,13);0
HMDB0028734;Asparaginylisoleucine;Organic acids and derivatives;Acid;InChI=1S/C10H19N3O4/c1-3-5(2)8(10(16)17)13-9(15)6(11)4-7(12)14/h5-6,8H,3-4,11H2,1-2H3,(H2,12,14)(H,13,15)(H,16,17)/t5-,6-,8-/m0/s1;1
HMDB0028902;Isoleucyl-Asparagine;Organic acids and derivatives;Zwitterion;InChI=1S/C10H19N3O4/c1-3-5(2)8(12)9(15)13-6(10(16)17)4-7(11)14/h5-6,8H,3-4,12H2,1-2H3,(H2,11,14)(H,13,15)(H,16,17);1
HMDB0028924;Leucyl-Asparagine;Organic acids and derivatives;Zwitterion;InChI=1S/C10H19N3O4/c1-5(2)3-6(11)9(15)13-7(10(16)17)4-8(12)14/h5-7H,3-4,11H2,1-2H3,(H2,12,14)(H,13,15)(H,16,17);1
HMDB0028735;Asparaginyl-Leucine;Organic acids and derivatives;Acid;InChI=1S/C10H19N3O4/c1-5(2)3-7(10(16)17)13-9(15)6(11)4-8(12)14/h5-7H,3-4,11H2,1-2H3,(H2,12,14)(H,13,15)(H,16,17);1
HMDB0029125;Valylglutamine;Organic acids and derivatives;Zwitterion;InChI=1S/C10H19N3O4/c1-5(2)8(12)9(15)13-6(10(16)17)3-4-7(11)14/h5-6,8H,3-4,12H2,1-2H3,(H2,11,14)(H,13,15)(H,16,17)/t6-,8-/m0/s1;1
HMDB0004987;Aspartyllysine;Organic acids and derivatives;Zwitterion;InChI=1S/C10H19N3O5/c11-4-2-1-3-7(10(17)18)13-9(16)6(12)5-8(14)15/h6-7H,1-5,11-12H2,(H,13,16)(H,14,15)(H,17,18)/t6-,7-/m0/s1;1
HMDB0000824;Propionylcarnitine;Fatty Acyls;Acid;InChI=1S/C10H19NO4/c1-5-10(14)15-8(6-9(12)13)7-11(2,3)4/h8H,5-7H2,1-4H3/t8-/m1/s1;1
HMDB0013125;Hydroxypropionylcarnitine;Fatty Acyls;Acid;InChI=1S/C10H19NO5/c1-11(2,3)7-8(6-9(13)14)16-10(15)4-5-12/h8,12H,4-7H2,1-3H3/t8-/m0/s1;1
HMDB0094652;2-Octene, 3,7-dimethyl-, (Z)-;Hydrocarbons;Neutral;InChI=1S/C10H20/c1-5-10(4)8-6-7-9(2)3/h5,9H,6-8H2,1-4H3/b10-5+;1
HMDB0029140;Valylvaline;Organic acids and derivatives;Zwitterion;InChI=1S/C10H20N2O3/c1-5(2)7(11)9(13)12-8(6(3)4)10(14)15/h5-8H,11H2,1-4H3,(H,12,13)(H,14,15)/t7-,8-/m0/s1;1
HMDB0028986;Methionyl-Valine;Organic acids and derivatives;Zwitterion;InChI=1S/C10H20N2O3S/c1-6(2)8(10(14)15)12-9(13)7(11)4-5-16-3/h6-8H,4-5,11H2,1-3H3,(H,12,13)(H,14,15);1
HMDB0029133;Valylmethionine;Organic acids and derivatives;Zwitterion;InChI=1S/C10H20N2O3S/c1-6(2)8(11)9(13)12-7(10(14)15)4-5-16-3/h6-8H,4-5,11H2,1-3H3,(H,12,13)(H,14,15)/t7-,8-/m0/s1;1
HMDB0028917;Isoleucyl-Threonine;Organic acids and derivatives;Zwitterion;InChI=1S/C10H20N2O4/c1-4-5(2)7(11)9(14)12-8(6(3)13)10(15)16/h5-8,13H,4,11H2,1-3H3,(H,12,14)(H,15,16);1
HMDB0029064;Threonylisoleucine;Organic acids and derivatives;Zwitterion;InChI=1S/C10H20N2O4/c1-4-5(2)8(10(15)16)12-9(14)7(11)6(3)13/h5-8,13H,4,11H2,1-3H3,(H,12,14)(H,15,16)/t5-,6+,7-,8-/m0/s1;1
DB06797;Mebutamate;Organic acids and derivatives;Acid;InChI=1S/C10H20N2O4/c1-4-7(2)10(3,5-15-8(11)13)6-16-9(12)14/h7H,4-6H2,1-3H3,(H2,11,13)(H2,12,14);0
HMDB0029065;Threonylleucine;Organic acids and derivatives;Zwitterion;InChI=1S/C10H20N2O4/c1-5(2)4-7(10(15)16)12-9(14)8(11)6(3)13/h5-8,13H,4,11H2,1-3H3,(H,12,14)(H,15,16)/t6-,7+,8+/m1/s1;1
HMDB0028939;Leucyl-Threonine;Organic acids and derivatives;Zwitterion;InChI=1S/C10H20N2O4/c1-5(2)4-7(11)9(14)12-8(6(3)13)10(15)16/h5-8,13H,4,11H2,1-3H3,(H,12,14)(H,15,16);1
DB00822;Disulfiram;Organic nitrogen compounds;Basic;InChI=1S/C10H20N2S4/c1-5-11(6-2)9(13)15-16-10(14)12(7-3)8-4/h5-8H2,1-4H3;0
HMDB0011623;Decanal;Organic oxygen compounds;Neutral;InChI=1S/C10H20O/c1-2-3-4-5-6-7-8-9-10-11/h10H,2-9H2,1H3;0
HMDB0031409;2-Decanone;Organic oxygen compounds;Neutral;InChI=1S/C10H20O/c1-3-4-5-6-7-8-9-10(2)11/h3-9H2,1-2H3;1
HMDB0035765|DB14123;p-Menthan-3-ol;Prenol lipids;Neutral;InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3;0
HMDB0003352|DB00825;Menthol;Prenol lipids;Neutral;InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3/t8-,9+,10-/m1/s1;0
HMDB0037020;p-Menthan-1-ol;Prenol lipids;Neutral;InChI=1S/C10H20O/c1-8(2)9-4-6-10(3,11)7-5-9/h8-9,11H,4-7H2,1-3H3;1
HMDB0035094;L-Citronellol;Prenol lipids;Neutral;InChI=1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3/t10-/m0/s1;1
HMDB0035093;D-Citronellol;Prenol lipids;Neutral;InChI=1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3/t10-/m1/s1;1
HMDB0000511;Capric acid;Fatty Acyls;Acid;InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12);1
HMDB0038602;Octyl acetate;Fatty Acyls;Neutral;InChI=1S/C10H20O2/c1-3-4-5-6-7-8-9-12-10(2)11/h3-9H2,1-2H3;1
HMDB0033620;Hexyl butyrate;Fatty Acyls;Neutral;InChI=1S/C10H20O2/c1-3-5-6-7-9-12-10(11)8-4-2/h3-9H2,1-2H3;1
HMDB0040211;Butyl hexanoate;Fatty Acyls;Neutral;InChI=1S/C10H20O2/c1-3-5-7-8-10(11)12-9-6-4-2/h3-9H2,1-2H3;1
HMDB0036228;2-Methylpropyl hexanoate;Fatty Acyls;Neutral;InChI=1S/C10H20O2/c1-4-5-6-7-10(11)12-8-9(2)3/h9H,4-8H2,1-3H3;1
HMDB0032045;Pentyl 3-methylbutanoate;Fatty Acyls;Neutral;InChI=1S/C10H20O2/c1-4-5-6-7-12-10(11)8-9(2)3/h9H,4-8H2,1-3H3;1
HMDB0094654;1-Methylethyl heptanoic acid;Fatty Acyls;Neutral;InChI=1S/C10H20O2/c1-4-5-6-7-8-10(11)12-9(2)3/h9H,4-8H2,1-3H3;1
DB13163;Terpin hydrate;Prenol lipids;Zwitterion;InChI=1S/C10H20O2/c1-9(2,11)8-4-6-10(3,12)7-5-8/h8,11-12H,4-7H2,1-3H3/t8-,10+;0
HMDB0094656;2-Hydroxydecanoate;Fatty Acyls;Acid;InChI=1S/C10H20O3/c1-2-3-4-5-6-7-8-9(11)10(12)13/h9,11H,2-8H2,1H3,(H,12,13)/t9-/m0/s1;1
HMDB0002203;3-Hydroxycapric acid;Organic acids and derivatives;Acid;InChI=1S/C10H20O3/c1-2-3-4-5-6-7-9(11)8-10(12)13/h9,11H,2-8H2,1H3,(H,12,13)/t9-/m0/s1;0
DB00711;Diethylcarbamazine;Organoheterocyclic compounds;Neutral;InChI=1S/C10H21N3O/c1-4-12(5-2)10(14)13-8-6-11(3)7-9-13/h4-9H2,1-3H3;0
DB00419;Miglustat;Organoheterocyclic compounds;Basic;InChI=1S/C10H21NO4/c1-2-3-4-11-5-8(13)10(15)9(14)7(11)6-12/h7-10,12-15H,2-6H2,1H3/t7-,8+,9-,10-/m1/s1;0
HMDB0031450;N-Decane;Hydrocarbons;Neutral;InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3;1
DB01170;Guanethidine;Organic nitrogen compounds;Basic;InChI=1S/C10H22N4/c11-10(12)13-6-9-14-7-4-2-1-3-5-8-14/h1-9H2,(H4,11,12,13);0
HMDB0011624;Decyl alcohol;Fatty Acyls;Neutral;InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3;1
DB00330;Ethambutol;Organic nitrogen compounds;Neutral;InChI=1S/C10H24N2O2/c1-3-9(7-13)11-5-6-12-10(4-2)8-14/h9-14H,3-8H2,1-2H3/t9-,10-/m0/s1;0
HMDB0001256;Spermine;Organic nitrogen compounds;Basic;InChI=1S/C10H26N4/c11-5-3-9-13-7-1-2-8-14-10-4-6-12/h13-14H,1-12H2;0
DB00261;Anagrelide;Organoheterocyclic compounds;Neutral;InChI=1S/C10H7Cl2N3O/c11-6-1-2-7-5(9(6)12)3-15-4-8(16)14-10(15)13-7/h1-2H,3-4H2,(H,13,14,16);0
HMDB0259212|DB08814;Triflusal;Benzenoids;Acid;InChI=1S/C10H7F3O4/c1-5(14)17-8-4-6(10(11,12)13)2-3-7(8)9(15)16/h2-4H,1H3,(H,15,16);0
DB00730;Thiabendazole;Organoheterocyclic compounds;Neutral;InChI=1S/C10H7N3S/c1-2-4-8-7(3-1)12-10(13-8)9-5-14-6-11-9/h1-6H,(H,12,13);0
HMDB0000715;Kynurenic acid;Organoheterocyclic compounds;Acid;InChI=1S/C10H7NO3/c12-9-5-8(10(13)14)11-7-4-2-1-3-6(7)9/h1-5H,(H,11,12)(H,13,14);0
HMDB0000881;Xanthurenic acid;Organoheterocyclic compounds;Acid;InChI=1S/C10H7NO4/c12-7-3-1-2-5-8(13)4-6(10(14)15)11-9(5)7/h1-4,12H,(H,11,13)(H,14,15);0
HMDB0029751;Naphthalene;Benzenoids;Neutral;InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H;1
DB13222;Tilbroquinol;Organoheterocyclic compounds;Acid;InChI=1S/C10H8BrNO/c1-6-5-8(11)10(13)9-7(6)3-2-4-12-9/h2-5,13H,1H3;0
HMDB0257362|DB06201;Rufinamide;Organic acids and derivatives;Neutral;InChI=1S/C10H8F2N4O/c11-7-2-1-3-8(12)6(7)4-16-5-9(10(13)17)14-15-16/h1-3,5H,4H2,(H2,13,17);0
HMDB0248420|DB13853;Anethole trithione;Benzenoids;Neutral;InChI=1S/C10H8OS3/c1-11-8-4-2-7(3-5-8)9-6-10(12)14-13-9/h2-6H,1H3;0
HMDB0001190;Indoleacetaldehyde;Organoheterocyclic compounds;Neutral;InChI=1S/C10H9NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,6-7,11H,5H2;1
HMDB0000197;Indoleacetic acid;Organoheterocyclic compounds;Acid;InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13);0
HMDB0004073;5-Hydroxyindoleacetaldehyde;Organoheterocyclic compounds;Neutral;InChI=1S/C10H9NO2/c12-4-3-7-6-11-10-2-1-8(13)5-9(7)10/h1-2,4-6,11,13H,3H2;0
HMDB0000763;5-Hydroxyindoleacetic acid;Organoheterocyclic compounds;Acid;InChI=1S/C10H9NO3/c12-7-1-2-9-8(4-7)6(5-11-9)3-10(13)14/h1-2,4-5,11-12H,3H2,(H,13,14);0
HMDB0035514;xi-2,3-Dihydro-2-oxo-1H-indole-3-acetic acid;Organoheterocyclic compounds;Acid;InChI=1S/C10H9NO3/c12-9(13)5-7-6-3-1-2-4-8(6)11-10(7)14/h1-4,7H,5H2,(H,11,14)(H,12,13);1
HMDB0000978;4-(2-Aminophenyl)-2,4-dioxobutanoic acid;Organic oxygen compounds;Acid;InChI=1S/C10H9NO4/c11-7-4-2-1-3-6(7)8(12)5-9(13)10(14)15/h1-4H,5,11H2,(H,14,15);1
HMDB0004083;4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoic acid;Organic oxygen compounds;Acid;InChI=1S/C10H9NO5/c11-9-5(2-1-3-6(9)12)7(13)4-8(14)10(15)16/h1-3,12H,4,11H2,(H,15,16);1
DB00499;Flutamide;Benzenoids;Neutral;InChI=1S/C11H11F3N2O3/c1-6(2)10(17)15-7-3-4-9(16(18)19)8(5-7)11(12,13)14/h3-6H,1-2H3,(H,15,17);0
DB00891;Sulfapyridine;Benzenoids;Basic;InChI=1S/C11H11N3O2S/c12-9-4-6-10(7-5-9)17(15,16)14-11-3-1-2-8-13-11/h1-8H,12H2,(H,13,14);0
DB01438;Phenazopyridine;Organoheterocyclic compounds;Neutral;InChI=1S/C11H11N5/c12-10-7-6-9(11(13)14-10)16-15-8-4-2-1-3-5-8/h1-7H,(H4,12,13,14)/b16-15+;0
DB00832;Phensuximide;Organoheterocyclic compounds;Basic;InChI=1S/C11H11NO2/c1-12-10(13)7-9(11(12)14)8-5-3-2-4-6-8/h2-6,9H,7H2,1H3;0
HMDB0029738;Indole-3-methyl acetate;Organoheterocyclic compounds;Neutral;InChI=1S/C11H11NO2/c1-14-11(13)6-8-7-12-10-5-3-2-4-9(8)10/h2-5,7,12H,6H2,1H3;0
HMDB0002302;Indole-3-propionic acid;Organoheterocyclic compounds;Acid;InChI=1S/C11H11NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6H2,(H,13,14);0
HMDB0004096;5-Methoxyindoleacetate;Organoheterocyclic compounds;Acid;InChI=1S/C11H11NO3/c1-15-8-2-3-10-9(5-8)7(6-12-10)4-11(13)14/h2-3,5-6,12H,4H2,1H3,(H,13,14);1
HMDB0000671;Indolelactic acid;Organoheterocyclic compounds;Acid;InChI=1S/C11H11NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12-13H,5H2,(H,14,15)/t10-/m0/s1;0
DB04948;Lofexidine;Benzenoids;Basic;InChI=1S/C11H12Cl2N2O/c1-7(11-14-5-6-15-11)16-10-8(12)3-2-4-9(10)13/h2-4,7H,5-6H2,1H3,(H,14,15);0
DB01435;Antipyrine;Organoheterocyclic compounds;Neutral;InChI=1S/C11H12N2O/c1-9-8-11(14)13(12(9)2)10-6-4-3-5-7-10/h3-8H,1-2H3;0
DB00754;Ethotoin;Organoheterocyclic compounds;Neutral;InChI=1S/C11H12N2O2/c1-2-13-10(14)9(12-11(13)15)8-6-4-3-5-7-8/h3-7,9H,2H2,1H3,(H,12,15);0
HMDB0000929;L-Tryptophan;Organoheterocyclic compounds;Zwitterion;InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1;0
HMDB0013609;D-Tryptophan;Organoheterocyclic compounds;Zwitterion;InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m1/s1;0
HMDB0000472|DB02959;5-Hydroxy-L-tryptophan;Organoheterocyclic compounds;Zwitterion;InChI=1S/C11H12N2O3/c12-9(11(15)16)3-6-5-13-10-2-1-7(14)4-8(6)10/h1-2,4-5,9,13-14H,3,12H2,(H,15,16)/t9-/m0/s1;0
DB01581;Sulfamerazine;Benzenoids;Neutral;InChI=1S/C11H12N4O2S/c1-8-6-7-13-11(14-8)15-18(16,17)10-4-2-9(12)3-5-10/h2-7H,12H2,1H3,(H,13,14,15);0
HMDB0258574|DB06821;Sulfameter;Benzenoids;Acid;InChI=1S/C11H12N4O3S/c1-18-9-6-13-11(14-7-9)15-19(16,17)10-4-2-8(12)3-5-10/h2-7H,12H2,1H3,(H,13,14,15);0
HMDB0029185;5-(3',4'-Dihydroxyphenyl)-gamma-valerolactone;Benzenoids;Neutral;InChI=1S/C11H12O4/c12-9-3-1-7(6-10(9)13)5-8-2-4-11(14)15-8/h1,3,6,8,12-13H,2,4-5H2/t8-/m1/s1;0
HMDB0032616;Sinapic acid;Phenylpropanoids and polyketides;Acid;InChI=1S/C11H12O5/c1-15-8-5-7(3-4-10(12)13)6-9(16-2)11(8)14/h3-6,14H,1-2H3,(H,12,13)/b4-3+;0
DB14650;Menadiol diphosphate;Benzenoids;Neutral;InChI=1S/C11H12O8P2/c1-7-6-10(18-20(12,13)14)8-4-2-3-5-9(8)11(7)19-21(15,16)17/h2-6H,1H3,(H2,12,13,14)(H2,15,16,17);0
DB03312;Brivudine;Nucleosides, nucleotides, and analogues;Basic;InChI=1S/C11H13BrN2O5/c12-2-1-6-4-14(11(18)13-10(6)17)9-3-7(16)8(5-15)19-9/h1-2,4,7-9,15-16H,3,5H2,(H,13,17,18)/b2-1+/t7-,8+,9+/m0/s1;0
DB01324;Polythiazide;Organoheterocyclic compounds;Neutral;InChI=1S/C11H13ClF3N3O4S3/c1-18-10(4-23-5-11(13,14)15)17-7-2-6(12)8(24(16,19)20)3-9(7)25(18,21)22/h2-3,10,17H,4-5H2,1H3,(H2,16,19,20);0
DB01626;Pargyline;Benzenoids;Zwitterion;InChI=1S/C11H13N/c1-3-9-12(2)10-11-7-5-4-6-8-11/h1,4-8H,9-10H2,2H3;0
DB00263;Sulfisoxazole;Benzenoids;Neutral;InChI=1S/C11H13N3O3S/c1-7-8(2)13-17-11(7)14-18(15,16)10-5-3-9(12)4-6-10/h3-6,14H,12H2,1-2H3;0
HMDB0000512;N-Acetyl-L-phenylalanine;Organic acids and derivatives;Acid;InChI=1S/C11H13NO3/c1-8(13)12-10(11(14)15)7-9-5-3-2-4-6-9/h2-6,10H,7H2,1H3,(H,12,13)(H,14,15)/t10-/m0/s1;0
HMDB0000860;Phenylpropionylglycine;Organic acids and derivatives;Acid;InChI=1S/C11H13NO3/c13-10(12-8-11(14)15)7-6-9-4-2-1-3-5-9/h1-5H,6-8H2,(H,12,13)(H,14,15);0
HMDB0000866;N-Acetyl-L-tyrosine;Organic acids and derivatives;Acid;InChI=1S/C11H13NO4/c1-7(13)12-10(11(15)16)6-8-2-4-9(14)5-3-8/h2-5,10,14H,6H2,1H3,(H,12,13)(H,15,16)/t10-/m0/s1;0
HMDB0006809;Nicotinic acid ribonucleoside;Organic oxygen compounds;Acid;InChI=1S/C11H13NO6/c13-5-7-8(14)9(15)10(18-7)12-3-1-2-6(4-12)11(16)17/h1-4,7-10,13-15H,5H2/p+1/t7-,8-,9-,10-/m1/s1;1
HMDB0028848;Glycyl-Phenylalanine;Organic acids and derivatives;Zwitterion;InChI=1S/C11H14N2O3/c12-7-10(14)13-9(11(15)16)6-8-4-2-1-3-5-8/h1-5,9H,6-7,12H2,(H,13,14)(H,15,16);1
HMDB0028995;Phenylalanylglycine;Organic acids and derivatives;Zwitterion;InChI=1S/C11H14N2O3/c12-9(11(16)13-7-10(14)15)6-8-4-2-1-3-5-8/h1-5,9H,6-7,12H2,(H,13,16)(H,14,15)/t9-/m0/s1;1
DB00949;Felbamate;Benzenoids;Basic;InChI=1S/C11H14N2O4/c12-10(14)16-6-9(7-17-11(13)15)8-4-2-1-3-5-8/h1-5,9H,6-7H2,(H2,12,14)(H2,13,15);0
HMDB0028853;Glycyltyrosine;Organic acids and derivatives;Zwitterion;InChI=1S/C11H14N2O4/c12-6-10(15)13-9(11(16)17)5-7-1-3-8(14)4-2-7/h1-4,9,14H,5-6,12H2,(H,13,15)(H,16,17)/t9-/m0/s1;1
HMDB0000855;Nicotinamide riboside;Organic oxygen compounds;Neutral;InChI=1S/C11H14N2O5/c12-10(17)6-2-1-3-13(4-6)11-9(16)8(15)7(5-14)18-11/h1-4,7-9,11,14-16H,5H2,(H-,12,17)/p+1/t7-,8-,9-,11-/m1/s1;1
HMDB0001173;5'-Methylthioadenosine;Nucleosides, nucleotides, and analogues;Neutral;InChI=1S/C11H15N5O3S/c1-20-2-5-7(17)8(18)11(19-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)/t5-,7-,8-,11-/m1/s1;0
HMDB0004044;N6-Methyladenosine;Nucleosides, nucleotides, and analogues;Neutral;InChI=1S/C11H15N5O4/c1-12-9-6-10(14-3-13-9)16(4-15-6)11-8(19)7(18)5(2-17)20-11/h3-5,7-8,11,17-19H,2H2,1H3,(H,12,13,14)/t5-,7-,8-,11-/m1/s1;0
HMDB0003331;1-Methyladenosine;Nucleosides, nucleotides, and analogues;Neutral;InChI=1S/C11H15N5O4/c1-15-3-14-10-6(9(15)12)13-4-16(10)11-8(19)7(18)5(2-17)20-11/h3-5,7-8,11-12,17-19H,2H2,1H3/t5-,7-,8-,11-/m1/s1;0
HMDB0001563;1-Methylguanosine;Nucleosides, nucleotides, and analogues;Neutral;InChI=1S/C11H15N5O5/c1-15-9(20)5-8(14-11(15)12)16(3-13-5)10-7(19)6(18)4(2-17)21-10/h3-4,6-7,10,17-19H,2H2,1H3,(H2,12,14)/t4-,6-,7-,10-/m1/s1;0
DB00423;Methocarbamol;Benzenoids;Zwitterion;InChI=1S/C11H15NO5/c1-15-9-4-2-3-5-10(9)16-6-8(13)7-17-11(12)14/h2-5,8,13H,6-7H2,1H3,(H2,12,14);0
DB01131;Proguanil;Organic nitrogen compounds;Neutral;InChI=1S/C11H16ClN5/c1-7(2)15-10(13)17-11(14)16-9-5-3-8(12)4-6-9/h3-7H,1-2H3,(H5,13,14,15,16,17);0
DB01056;Tocainide;Benzenoids;Neutral;InChI=1S/C11H16N2O/c1-7-5-4-6-8(2)10(7)13-11(14)9(3)12/h4-6,9H,12H2,1-3H3,(H,13,14);0
HMDB0015217|DB01085;Pilocarpine;Other;Neutral;InChI=1S/C11H16N2O2/c1-3-10-8(6-15-11(10)14)4-9-5-12-7-13(9)2/h5,7-8,10H,3-4,6H2,1-2H3/t8-,10-/m0/s1;0
HMDB0001067;N-Acetylaspartylglutamic acid;Organic acids and derivatives;Acid;InChI=1S/C11H16N2O8/c1-5(14)12-7(4-9(17)18)10(19)13-6(11(20)21)2-3-8(15)16/h6-7H,2-4H2,1H3,(H,12,14)(H,13,19)(H,15,16)(H,17,18)(H,20,21)/t6-,7-/m0/s1;0
HMDB0028893;Histidylproline;Organic acids and derivatives;Zwitterion;InChI=1S/C11H16N4O3/c12-8(4-7-5-13-6-14-7)10(16)15-3-1-2-9(15)11(17)18/h5-6,8-9H,1-4,12H2,(H,13,14)(H,17,18)/t8-,9-/m0/s1;1
DB00552;Pentostatin;Organoheterocyclic compounds;Basic;InChI=1S/C11H16N4O4/c16-3-8-6(17)1-9(19-8)15-5-14-10-7(18)2-12-4-13-11(10)15/h4-9,16-18H,1-3H2,(H,12,13)/t6-,7+,8+,9+/m0/s1;0
HMDB0029151;gamma-Glutamylhistidine;Organic acids and derivatives;Zwitterion;InChI=1S/C11H16N4O5/c12-7(10(17)18)1-2-9(16)15-8(11(19)20)3-6-4-13-5-14-6/h4-5,7-8H,1-3,12H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20)/t7-,8-/m0/s1;1
DB00379;Mexiletine;Benzenoids;Neutral;InChI=1S/C11H17NO/c1-8-5-4-6-9(2)11(8)13-7-10(3)12/h4-6,10H,7,12H2,1-3H3;0
HMDB0041932;Methylephedrine;Benzenoids;Basic;InChI=1S/C11H17NO/c1-9(12(2)3)11(13)10-7-5-4-6-8-10/h4-9,11,13H,1-3H3;1
DB11278;DL-Methylephedrine;Benzenoids;Basic;InChI=1S/C11H17NO/c1-9(12(2)3)11(13)10-7-5-4-6-8-10/h4-9,11,13H,1-3H3/t9-,11-/m0/s1;0
DB13624;Methoxyphenamine;Benzenoids;Neutral;InChI=1S/C11H17NO/c1-9(12-2)8-10-6-4-5-7-11(10)13-3/h4-7,9,12H,8H2,1-3H3;0
